teamId,sweaterNumber,positionCode,headshot,firstName.cs,firstName.de,firstName.es,firstName.fi,firstName.sk,firstName.sv,lastName.cs,lastName.sk,fullName,gameId,gameDate,is_home
30,6,D,https://assets.nhle.com/mugs/nhl/20232024/MIN/8477541.png,,,,,,,,,Dakota Mermis,2023020506,2023-12-21,1
30,89,C,https://assets.nhle.com/mugs/nhl/20232024/MIN/8477919.png,,,,,,,,,Frederick Gaudreau,2023020506,2023-12-21,1
8,28,C,https://assets.nhle.com/mugs/nhl/20232024/MTL/8477989.png,,,,,,,,,Christian Dvorak,2023020506,2023-12-21,0
8,71,C,https://assets.nhle.com/mugs/nhl/20232024/MTL/8478133.png,,,,,,,,,Jake Evans,2023020506,2023-12-21,0
30,5,D,https://assets.nhle.com/mugs/nhl/20232024/MIN/8478136.png,Jacob,Jacob,Jacob,Jacob,Jacob,Jacob,,,Jake Middleton,2023020506,2023-12-21,1
8,35,G,https://assets.nhle.com/mugs/nhl/20232024/MTL/8478470.png,,,,,,,,,Sam Montembeault,2023020506,2023-12-21,0
8,13,C,https://assets.nhle.com/mugs/nhl/20232024/MTL/8478477.png,,,,,,,,,Mitchell Stephens,2023020506,2023-12-21,0
30,14,C,https://assets.nhle.com/mugs/nhl/20232024/MIN/8478493.png,,,,,,,,,Joel Eriksson Ek,2023020506,2023-12-21,1
30,97,L,https://assets.nhle.com/mugs/nhl/20232024/MIN/8478864.png,,,,,,,,,Kirill Kaprizov,2023020506,2023-12-21,1
30,32,G,https://assets.nhle.com/mugs/nhl/20232024/MIN/8479406.png,,,,,,,,,Filip Gustavsson,2023020506,2023-12-21,1
30,21,R,https://assets.nhle.com/mugs/nhl/20232024/MIN/8479520.png,,,,,,,,,Brandon Duhaime,2023020506,2023-12-21,1
30,10,C,https://assets.nhle.com/mugs/nhl/20232024/MIN/8479968.png,,,,,,,,,Vinni Lettieri,2023020506,2023-12-21,1
8,14,C,https://assets.nhle.com/mugs/nhl/20232024/MTL/8480018.png,,,,,,,,,Nick Suzuki,2023020506,2023-12-21,0
8,26,D,https://assets.nhle.com/mugs/nhl/20232024/MTL/8480192.png,,,,,,,,,Johnathan Kovacevic,2023020506,2023-12-21,0
30,26,C,https://assets.nhle.com/mugs/nhl/20232024/MIN/8480980.png,,,,,,,,,Connor Dewar,2023020506,2023-12-21,1
8,56,R,https://assets.nhle.com/mugs/nhl/20232024/MTL/8481058.png,,,,,,,,,Jesse Ylönen,2023020506,2023-12-21,0
8,22,R,https://assets.nhle.com/mugs/nhl/20232024/MTL/8481540.png,,,,,,,,,Cole Caufield,2023020506,2023-12-21,0
30,12,L,https://assets.nhle.com/mugs/nhl/20232024/MIN/8481557.png,,,,,,,,,Matt Boldy,2023020506,2023-12-21,1
8,47,D,https://assets.nhle.com/mugs/nhl/20232024/MTL/8481593.png,,,,,,,,,Jayden Struble,2023020506,2023-12-21,0
30,23,C,https://assets.nhle.com/mugs/nhl/20232024/MIN/8482079.png,,,,,,,,,Marco Rossi,2023020506,2023-12-21,1
8,21,D,https://assets.nhle.com/mugs/nhl/20232024/MTL/8482087.png,,,,,,,,,Kaiden Guhle,2023020506,2023-12-21,0
30,48,D,https://assets.nhle.com/mugs/nhl/20232024/MIN/8482094.png,,,,,,,,,Daemon Hunt,2023020506,2023-12-21,1
8,52,D,https://assets.nhle.com/mugs/nhl/20232024/MTL/8482111.png,,,,,,,,,Justin Barron,2023020506,2023-12-21,0
30,7,D,https://assets.nhle.com/mugs/nhl/20232024/MIN/8482122.png,,,,,,,,,Brock Faber,2023020506,2023-12-21,1
8,51,L,https://assets.nhle.com/mugs/nhl/20232024/MTL/8482476.png,,,,,,,,,Emil Heineman,2023020506,2023-12-21,0
8,20,L,https://assets.nhle.com/mugs/nhl/20232024/MTL/8483515.png,,,,,,,Slafkovský,Slafkovský,Juraj Slafkovsky,2023020506,2023-12-21,0
