teamId,sweaterNumber,positionCode,headshot,firstName.cs,firstName.sk,lastName.cs,lastName.sk,lastName.de,lastName.es,lastName.fi,lastName.sv,fullName,gameId,gameDate,is_home
8,14,C,https://assets.nhle.com/mugs/nhl/20232024/MTL/8480018.png,,,,,,,,,Nick Suzuki,2023020087,2023-10-24,1
8,30,G,https://assets.nhle.com/mugs/nhl/20232024/MTL/8480051.png,,,,,,,,,Cayden Primeau,2023020087,2023-10-24,1
8,27,D,https://assets.nhle.com/mugs/nhl/20232024/MTL/8480184.png,,,,,Lindstrom,Lindstrom,Lindstrom,Lindstrom,Gustav Lindström,2023020087,2023-10-24,1
8,26,D,https://assets.nhle.com/mugs/nhl/20232024/MTL/8480192.png,,,,,,,,,Johnathan Kovacevic,2023020087,2023-10-24,1
1,88,D,https://assets.nhle.com/mugs/nhl/20232024/NJD/8480860.png,,,,,,,,,Kevin Bahl,2023020087,2023-10-24,0
8,54,D,https://assets.nhle.com/mugs/nhl/20232024/MTL/8480887.png,,,,,,,,,Jordan Harris,2023020087,2023-10-24,1
1,40,G,https://assets.nhle.com/mugs/nhl/20232024/NJD/8481033.png,,,,,,,,,Akira Schmid,2023020087,2023-10-24,0
8,56,R,https://assets.nhle.com/mugs/nhl/20232024/MTL/8481058.png,,,,,,,,,Jesse Ylönen,2023020087,2023-10-24,1
8,49,L,https://assets.nhle.com/mugs/nhl/20232024/MTL/8481093.png,,,,,,,,,Rafael Harvey-Pinard,2023020087,2023-10-24,1
8,22,R,https://assets.nhle.com/mugs/nhl/20232024/MTL/8481540.png,,,,,,,,,Cole Caufield,2023020087,2023-10-24,1
1,86,C,https://assets.nhle.com/mugs/nhl/20232024/NJD/8481559.png,,,,,,,,,Jack Hughes,2023020087,2023-10-24,0
8,15,C,https://assets.nhle.com/mugs/nhl/20232024/MTL/8481618.png,,,,,,,,,Alex Newhook,2023020087,2023-10-24,1
1,91,C,https://assets.nhle.com/mugs/nhl/20232024/NJD/8482110.png,,,,,,,,,Dawson Mercer,2023020087,2023-10-24,0
8,52,D,https://assets.nhle.com/mugs/nhl/20232024/MTL/8482111.png,,,,,,,,,Justin Barron,2023020087,2023-10-24,1
1,10,R,https://assets.nhle.com/mugs/nhl/20232024/NJD/8482125.png,,,,,,,,,Alexander Holtz,2023020087,2023-10-24,0
1,43,D,https://assets.nhle.com/mugs/nhl/20232024/NJD/8482684.png,,,,,,,,,Luke Hughes,2023020087,2023-10-24,0
8,72,D,https://assets.nhle.com/mugs/nhl/20232024/MTL/8482964.png,,,,,,,,,Arber Xhekaj,2023020087,2023-10-24,1
8,20,L,https://assets.nhle.com/mugs/nhl/20232024/MTL/8483515.png,,,Slafkovský,Slafkovský,,,,,Juraj Slafkovsky,2023020087,2023-10-24,1
