period,timeInPeriod,timeRemaining,homeTeamDefendingSide,event,sortOrder,periodDescriptor_number,periodType,xCoord,yCoord,zoneCode,shotType,goalieInNetId,awaySOG,homeSOG,reason,secondaryReason,typeCode,descKey,duration,awayScore,homeScore,gameId,seasonId,gameDate,gameType,venue,elapsedTime,eventTeam,is_home,event_player1_Id,event_player2_Id,event_player3_Id,home_skaters,away_skaters,game_strength,home_skater_id1,home_skater_id2,home_skater_id3,home_skater_id4,home_skater_id5,home_skater_id6,away_skater_id1,away_skater_id2,away_skater_id3,away_skater_id4,away_skater_id5,away_skater_id6,home_skater_fullName1,home_skater_fullName2,home_skater_fullName3,home_skater_fullName4,home_skater_fullName5,home_skater_fullName6,away_skater_fullName1,away_skater_fullName2,away_skater_fullName3,away_skater_fullName4,away_skater_fullName5,away_skater_fullName6,home_goalie_id,away_goalie_id,home_goalie_fullName,away_goalie_fullName,normalized_xCoord,normalized_yCoord
1,01:52,18:08,right,shot-on-goal,36,1,REG,-46.0,-26.0,O,wrist,8474593.0,1.0,1.0,,,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,112,MTL,1.0,8476871.0,,,5,5,5v5,8476875.0,8475848.0,8476871.0,8482964.0,8477497.0,,8477507.0,8482074.0,8480084.0,8481028.0,8475172.0,,Mike Matheson,Brendan Gallagher,Tanner Pearson,Arber Xhekaj,Sean Monahan,,Nikita Zadorov,Connor Zary,Nick DeSimone,Martin Pospisil,Nazem Kadri,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,46.0,26.0
1,02:06,17:54,right,stoppage,42,1,REG,,,,,,1.0,1.0,icing,,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,126,,,,,,5,5,5v5,8476875.0,8475848.0,8482111.0,8476871.0,8477497.0,,8475690.0,8481068.0,8478421.0,8479346.0,8478396.0,,Mike Matheson,Brendan Gallagher,Justin Barron,Tanner Pearson,Sean Monahan,,Chris Tanev,Yegor Sharangovich,A.J. Greer,Dillon Dube,Noah Hanifin,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,,
1,02:06,17:54,right,faceoff,45,1,REG,69.0,22.0,D,,,1.0,1.0,,,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,126,MTL,1.0,8477497.0,8481068.0,,5,5,5v5,8476875.0,8475848.0,8482111.0,8476871.0,8477497.0,,8475690.0,8481068.0,8478421.0,8479346.0,8478396.0,,Mike Matheson,Brendan Gallagher,Justin Barron,Tanner Pearson,Sean Monahan,,Chris Tanev,Yegor Sharangovich,A.J. Greer,Dillon Dube,Noah Hanifin,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,-69.0,-22.0
1,02:12,17:48,right,hit,46,1,REG,59.0,39.0,O,,,1.0,1.0,,,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,132,CGY,0.0,8478421.0,8476875.0,,5,5,5v5,8476875.0,8475848.0,8482111.0,8476871.0,8477497.0,,8475690.0,8481068.0,8478421.0,8479346.0,8478396.0,,Mike Matheson,Brendan Gallagher,Justin Barron,Tanner Pearson,Sean Monahan,,Chris Tanev,Yegor Sharangovich,A.J. Greer,Dillon Dube,Noah Hanifin,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,59.0,39.0
1,02:57,17:03,right,shot-on-goal,56,1,REG,-52.0,-9.0,O,wrist,8474593.0,1.0,2.0,,,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,177,MTL,1.0,8478133.0,,,5,5,5v5,8482087.0,8480192.0,8481093.0,8481058.0,8478133.0,,8478397.0,8476456.0,8474150.0,8476399.0,8477346.0,,Kaiden Guhle,Johnathan Kovacevic,Rafael Harvey-Pinard,Jesse Ylönen,Jake Evans,,Rasmus Andersson,Jonathan Huberdeau,Mikael Backlund,Blake Coleman,MacKenzie Weegar,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,52.0,9.0
1,03:00,17:00,right,shot-on-goal,58,1,REG,-81.0,4.0,O,wrist,8474593.0,1.0,3.0,,,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,180,MTL,1.0,8481093.0,,,5,5,5v5,8476981.0,8482087.0,8480192.0,8481093.0,8478133.0,,8478397.0,8476456.0,8474150.0,8476399.0,8477346.0,,Josh Anderson,Kaiden Guhle,Johnathan Kovacevic,Rafael Harvey-Pinard,Jake Evans,,Rasmus Andersson,Jonathan Huberdeau,Mikael Backlund,Blake Coleman,MacKenzie Weegar,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,81.0,-4.0
1,03:06,16:54,right,shot-on-goal,60,1,REG,-74.0,14.0,O,wrist,8474593.0,1.0,4.0,,,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,186,MTL,1.0,8476981.0,,,5,5,5v5,8476981.0,8482087.0,8480192.0,8481093.0,8478133.0,,8478397.0,8476456.0,8474150.0,8476399.0,8477346.0,,Josh Anderson,Kaiden Guhle,Johnathan Kovacevic,Rafael Harvey-Pinard,Jake Evans,,Rasmus Andersson,Jonathan Huberdeau,Mikael Backlund,Blake Coleman,MacKenzie Weegar,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,74.0,-14.0
1,03:10,16:50,right,hit,61,1,REG,-84.0,-36.0,D,,,1.0,4.0,,,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,190,CGY,0.0,8478397.0,8478133.0,,5,5,5v5,8476981.0,8482087.0,8480192.0,8481093.0,8478133.0,,8478397.0,8476456.0,8474150.0,8476399.0,8477346.0,,Josh Anderson,Kaiden Guhle,Johnathan Kovacevic,Rafael Harvey-Pinard,Jake Evans,,Rasmus Andersson,Jonathan Huberdeau,Mikael Backlund,Blake Coleman,MacKenzie Weegar,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,-84.0,-36.0
1,03:21,16:39,right,shot-on-goal,62,1,REG,-75.0,29.0,O,wrist,8474593.0,1.0,5.0,,,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,201,MTL,1.0,8482087.0,,,5,5,5v5,8476981.0,8482087.0,8480192.0,8481093.0,8478133.0,,8478397.0,8476456.0,8474150.0,8476399.0,8477346.0,,Josh Anderson,Kaiden Guhle,Johnathan Kovacevic,Rafael Harvey-Pinard,Jake Evans,,Rasmus Andersson,Jonathan Huberdeau,Mikael Backlund,Blake Coleman,MacKenzie Weegar,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,75.0,-29.0
1,03:53,16:07,right,hit,70,1,REG,-86.0,34.0,O,,,1.0,5.0,,,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,233,MTL,1.0,8480192.0,8475690.0,,5,5,5v5,8480018.0,8481618.0,8476981.0,8480192.0,8482964.0,,8475690.0,8477496.0,8478396.0,8480008.0,8478233.0,,Nick Suzuki,Alex Newhook,Josh Anderson,Johnathan Kovacevic,Arber Xhekaj,,Chris Tanev,Elias Lindholm,Noah Hanifin,Adam Ruzicka,Andrew Mangiapane,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,86.0,-34.0
1,04:53,15:07,right,shot-on-goal,81,1,REG,-87.0,-19.0,O,backhand,8474593.0,1.0,6.0,,,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,293,MTL,1.0,8481540.0,,,5,5,5v5,8476875.0,8483515.0,8481540.0,8477989.0,8482111.0,,8477507.0,8482074.0,8480084.0,8481028.0,8475172.0,,Mike Matheson,Juraj Slafkovsky,Cole Caufield,Christian Dvorak,Justin Barron,,Nikita Zadorov,Connor Zary,Nick DeSimone,Martin Pospisil,Nazem Kadri,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,87.0,19.0
1,04:54,15:06,right,hit,82,1,REG,-98.0,-12.0,O,,,1.0,6.0,,,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,294,MTL,1.0,8483515.0,8480084.0,,5,5,5v5,8476875.0,8483515.0,8481540.0,8477989.0,8482111.0,,8477507.0,8482074.0,8480084.0,8481028.0,8475172.0,,Mike Matheson,Juraj Slafkovsky,Cole Caufield,Christian Dvorak,Justin Barron,,Nikita Zadorov,Connor Zary,Nick DeSimone,Martin Pospisil,Nazem Kadri,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,98.0,12.0
1,04:55,15:05,right,giveaway,83,1,REG,-71.0,-39.0,D,,,1.0,6.0,,,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,295,CGY,0.0,8480084.0,,,5,5,5v5,8476875.0,8483515.0,8481540.0,8477989.0,8482111.0,,8477507.0,8482074.0,8480084.0,8481028.0,8475172.0,,Mike Matheson,Juraj Slafkovsky,Cole Caufield,Christian Dvorak,Justin Barron,,Nikita Zadorov,Connor Zary,Nick DeSimone,Martin Pospisil,Nazem Kadri,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,-71.0,-39.0
1,05:01,14:59,right,shot-on-goal,84,1,REG,-73.0,-14.0,O,wrist,8474593.0,1.0,7.0,,,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,301,MTL,1.0,8481540.0,,,5,5,5v5,8476875.0,8483515.0,8481540.0,8477989.0,8482111.0,,8477507.0,8482074.0,8480084.0,8481028.0,8475172.0,,Mike Matheson,Juraj Slafkovsky,Cole Caufield,Christian Dvorak,Justin Barron,,Nikita Zadorov,Connor Zary,Nick DeSimone,Martin Pospisil,Nazem Kadri,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,73.0,14.0
1,05:10,14:50,right,shot-on-goal,85,1,REG,65.0,9.0,O,wrist,8478470.0,2.0,7.0,,,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,310,CGY,0.0,8475172.0,,,5,5,5v5,8476875.0,8483515.0,8481540.0,8477989.0,8482111.0,,8477507.0,8482074.0,8480084.0,8481028.0,8475172.0,,Mike Matheson,Juraj Slafkovsky,Cole Caufield,Christian Dvorak,Justin Barron,,Nikita Zadorov,Connor Zary,Nick DeSimone,Martin Pospisil,Nazem Kadri,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,65.0,9.0
1,05:26,14:34,right,giveaway,88,1,REG,40.0,-37.0,D,,,2.0,7.0,,,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,326,MTL,1.0,8477989.0,,,5,5,5v5,8476875.0,8483515.0,8481540.0,8477989.0,8482111.0,,8477507.0,8481068.0,8478421.0,8480084.0,8481028.0,,Mike Matheson,Juraj Slafkovsky,Cole Caufield,Christian Dvorak,Justin Barron,,Nikita Zadorov,Yegor Sharangovich,A.J. Greer,Nick DeSimone,Martin Pospisil,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,-40.0,37.0
1,05:35,14:25,right,giveaway,91,1,REG,34.0,35.0,D,,,2.0,7.0,,,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,335,MTL,1.0,8476875.0,,,5,5,5v5,8476875.0,8483515.0,8481540.0,8477989.0,8482111.0,,8478397.0,8481068.0,8478421.0,8479346.0,8477346.0,,Mike Matheson,Juraj Slafkovsky,Cole Caufield,Christian Dvorak,Justin Barron,,Rasmus Andersson,Yegor Sharangovich,A.J. Greer,Dillon Dube,MacKenzie Weegar,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,-34.0,-35.0
1,05:36,14:24,right,shot-on-goal,92,1,REG,73.0,-23.0,O,wrist,8478470.0,3.0,7.0,,,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,336,CGY,0.0,8478397.0,,,5,5,5v5,8476875.0,8483515.0,8481540.0,8477989.0,8482111.0,,8478397.0,8481068.0,8478421.0,8479346.0,8477346.0,,Mike Matheson,Juraj Slafkovsky,Cole Caufield,Christian Dvorak,Justin Barron,,Rasmus Andersson,Yegor Sharangovich,A.J. Greer,Dillon Dube,MacKenzie Weegar,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,73.0,-23.0
1,05:40,14:20,right,takeaway,93,1,REG,92.0,24.0,O,,,3.0,7.0,,,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,340,CGY,0.0,8478397.0,,,5,5,5v5,8476875.0,8483515.0,8481540.0,8477989.0,8482111.0,,8478397.0,8481068.0,8478421.0,8479346.0,8477346.0,,Mike Matheson,Juraj Slafkovsky,Cole Caufield,Christian Dvorak,Justin Barron,,Rasmus Andersson,Yegor Sharangovich,A.J. Greer,Dillon Dube,MacKenzie Weegar,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,92.0,24.0
1,05:42,14:18,right,blocked-shot,94,1,REG,71.0,13.0,D,,,3.0,7.0,,,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,342,MTL,1.0,8478421.0,8477989.0,,5,5,5v5,8476875.0,8483515.0,8481540.0,8477989.0,8482111.0,,8478397.0,8481068.0,8478421.0,8479346.0,8477346.0,,Mike Matheson,Juraj Slafkovsky,Cole Caufield,Christian Dvorak,Justin Barron,,Rasmus Andersson,Yegor Sharangovich,A.J. Greer,Dillon Dube,MacKenzie Weegar,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,-71.0,-13.0
1,05:46,14:14,right,hit,95,1,REG,86.0,-35.0,O,,,3.0,7.0,,,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,346,CGY,0.0,8478421.0,8482111.0,,5,5,5v5,8476875.0,8483515.0,8481540.0,8477989.0,8482111.0,,8478397.0,8481068.0,8478421.0,8479346.0,8477346.0,,Mike Matheson,Juraj Slafkovsky,Cole Caufield,Christian Dvorak,Justin Barron,,Rasmus Andersson,Yegor Sharangovich,A.J. Greer,Dillon Dube,MacKenzie Weegar,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,86.0,-35.0
1,05:54,14:06,right,missed-shot,96,1,REG,32.0,-8.0,O,wrist,8478470.0,3.0,7.0,wide-right,,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,354,CGY,0.0,8477346.0,,,5,5,5v5,8476875.0,8483515.0,8481540.0,8477989.0,8482111.0,,8478397.0,8481068.0,8478421.0,8479346.0,8477346.0,,Mike Matheson,Juraj Slafkovsky,Cole Caufield,Christian Dvorak,Justin Barron,,Rasmus Andersson,Yegor Sharangovich,A.J. Greer,Dillon Dube,MacKenzie Weegar,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,32.0,-8.0
1,06:05,13:55,right,shot-on-goal,97,1,REG,52.0,-5.0,O,wrist,8478470.0,4.0,7.0,,,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,365,CGY,0.0,8479346.0,,,5,5,5v5,8476875.0,8483515.0,8481540.0,8477989.0,8482111.0,,8478397.0,8481068.0,8478421.0,8479346.0,8477346.0,,Mike Matheson,Juraj Slafkovsky,Cole Caufield,Christian Dvorak,Justin Barron,,Rasmus Andersson,Yegor Sharangovich,A.J. Greer,Dillon Dube,MacKenzie Weegar,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,52.0,-5.0
1,06:16,13:44,right,missed-shot,99,1,REG,73.0,-4.0,O,tip-in,8478470.0,4.0,7.0,wide-right,,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,376,CGY,0.0,8481068.0,,,5,5,5v5,8476875.0,8483515.0,8481540.0,8477989.0,8482111.0,,8478397.0,8476456.0,8481068.0,8479346.0,8477346.0,,Mike Matheson,Juraj Slafkovsky,Cole Caufield,Christian Dvorak,Justin Barron,,Rasmus Andersson,Jonathan Huberdeau,Yegor Sharangovich,Dillon Dube,MacKenzie Weegar,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,73.0,-4.0
1,06:33,13:27,right,shot-on-goal,105,1,REG,55.0,-32.0,O,wrist,8478470.0,5.0,7.0,,,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,393,CGY,0.0,8478397.0,,,5,5,5v5,8476875.0,8475848.0,8482087.0,8476871.0,8477497.0,,8478397.0,8476456.0,8474150.0,8479346.0,8478396.0,,Mike Matheson,Brendan Gallagher,Kaiden Guhle,Tanner Pearson,Sean Monahan,,Rasmus Andersson,Jonathan Huberdeau,Mikael Backlund,Dillon Dube,Noah Hanifin,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,55.0,-32.0
1,06:35,13:25,right,missed-shot,106,1,REG,38.0,31.0,O,snap,8478470.0,5.0,7.0,wide-right,,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,395,CGY,0.0,8478396.0,,,5,5,5v5,8476875.0,8475848.0,8482087.0,8476871.0,8477497.0,,8478397.0,8476456.0,8474150.0,8479346.0,8478396.0,,Mike Matheson,Brendan Gallagher,Kaiden Guhle,Tanner Pearson,Sean Monahan,,Rasmus Andersson,Jonathan Huberdeau,Mikael Backlund,Dillon Dube,Noah Hanifin,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,38.0,31.0
1,06:43,13:17,right,missed-shot,109,1,REG,-49.0,3.0,O,wrist,8474593.0,5.0,7.0,wide-right,,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,403,MTL,1.0,8475848.0,,,5,5,5v5,8475848.0,8482087.0,8480192.0,8476871.0,8477497.0,,8478397.0,8476456.0,8474150.0,8476399.0,8478396.0,,Brendan Gallagher,Kaiden Guhle,Johnathan Kovacevic,Tanner Pearson,Sean Monahan,,Rasmus Andersson,Jonathan Huberdeau,Mikael Backlund,Blake Coleman,Noah Hanifin,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,49.0,-3.0
1,06:44,13:16,right,shot-on-goal,110,1,REG,-87.0,10.0,O,backhand,8474593.0,5.0,8.0,,,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,404,MTL,1.0,8482087.0,,,5,5,5v5,8475848.0,8482087.0,8480192.0,8476871.0,8477497.0,,8478397.0,8476456.0,8474150.0,8476399.0,8478396.0,,Brendan Gallagher,Kaiden Guhle,Johnathan Kovacevic,Tanner Pearson,Sean Monahan,,Rasmus Andersson,Jonathan Huberdeau,Mikael Backlund,Blake Coleman,Noah Hanifin,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,87.0,-10.0
1,07:05,12:55,right,giveaway,112,1,REG,48.0,40.0,D,,,5.0,8.0,,,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,425,MTL,1.0,8482087.0,,,5,5,5v5,8475848.0,8482087.0,8480192.0,8476871.0,8477497.0,,8475690.0,8476456.0,8474150.0,8476399.0,8478396.0,,Brendan Gallagher,Kaiden Guhle,Johnathan Kovacevic,Tanner Pearson,Sean Monahan,,Chris Tanev,Jonathan Huberdeau,Mikael Backlund,Blake Coleman,Noah Hanifin,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,-48.0,-40.0
1,07:09,12:51,right,delayed-penalty,114,1,REG,,,,,,5.0,8.0,,,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,429,CGY,0.0,,,,5,5,5v5,8475848.0,8480192.0,8476871.0,8482964.0,8477497.0,,8475690.0,8476456.0,8474150.0,8476399.0,8478396.0,,Brendan Gallagher,Johnathan Kovacevic,Tanner Pearson,Arber Xhekaj,Sean Monahan,,Chris Tanev,Jonathan Huberdeau,Mikael Backlund,Blake Coleman,Noah Hanifin,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,,
1,07:10,12:50,right,giveaway,115,1,REG,67.0,5.0,D,,,5.0,8.0,,,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,430,MTL,1.0,8475848.0,,,5,5,5v5,8475848.0,8480192.0,8476871.0,8482964.0,8477497.0,,8475690.0,8476456.0,8474150.0,8476399.0,8478396.0,,Brendan Gallagher,Johnathan Kovacevic,Tanner Pearson,Arber Xhekaj,Sean Monahan,,Chris Tanev,Jonathan Huberdeau,Mikael Backlund,Blake Coleman,Noah Hanifin,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,-67.0,-5.0
1,07:13,12:47,right,hit,116,1,REG,-55.0,39.0,D,,,5.0,8.0,,,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,433,CGY,0.0,8478396.0,8476871.0,,5,5,5v5,8475848.0,8480192.0,8476871.0,8482964.0,8477497.0,,8475690.0,8476456.0,8474150.0,8476399.0,8478396.0,,Brendan Gallagher,Johnathan Kovacevic,Tanner Pearson,Arber Xhekaj,Sean Monahan,,Chris Tanev,Jonathan Huberdeau,Mikael Backlund,Blake Coleman,Noah Hanifin,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,-55.0,39.0
