period,timeInPeriod,timeRemaining,homeTeamDefendingSide,event,sortOrder,period,periodType,xCoord,yCoord,zoneCode,reason,shotType,goalieInNetId,awaySOG,homeSOG,secondaryReason,typeCode,descKey,duration,awayScore,homeScore,gameId,seasonId,gameDate,gameType,venue,elapsedTime,normalized_xCoord,eventTeam,is_home,event_player1_Id,event_player2_Id,event_player3_Id,home_skaters,away_skaters,game_strength,home_skater_id1,home_skater_id2,home_skater_id3,home_skater_id4,home_skater_id5,home_skater_id6,away_skater_id1,away_skater_id2,away_skater_id3,away_skater_id4,away_skater_id5,away_skater_id6,home_skater_fullName1,home_skater_fullName2,home_skater_fullName3,home_skater_fullName4,home_skater_fullName5,home_skater_fullName6,away_skater_fullName1,away_skater_fullName2,away_skater_fullName3,away_skater_fullName4,away_skater_fullName5,away_skater_fullName6,home_goalie_id,away_goalie_id,home_goalie_fullName,away_goalie_fullName
1,02:02,17:58,right,giveaway,38,1,REG,-13.0,-18.0,N,,,,1.0,2.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,122,113.0,MTL,1.0,8482111.0,,,5,5,5v5,8475848.0,8482087.0,8477989.0,8476469.0,8482111.0,,8481541.0,8479328.0,8478115.0,8474145.0,8476419.0,,Brendan Gallagher,Kaiden Guhle,Christian Dvorak,Joel Armia,Justin Barron,,Samuel Bolduc,Julien Gauthier,Pierre Engvall,Robert Bortuzzo,Jean-Gabriel Pageau,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,02:06,17:54,right,shot-on-goal,40,1,REG,71.0,-30.0,O,,wrist,8478470.0,2.0,2.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,126,29.0,NYI,0.0,8479328.0,,,5,5,5v5,8475848.0,8482087.0,8477989.0,8476469.0,8482111.0,,8479328.0,8478115.0,8480222.0,8474145.0,8476419.0,,Brendan Gallagher,Kaiden Guhle,Christian Dvorak,Joel Armia,Justin Barron,,Julien Gauthier,Pierre Engvall,Sebastian Aho,Robert Bortuzzo,Jean-Gabriel Pageau,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,02:13,17:47,right,missed-shot,41,1,REG,33.0,21.0,O,wide-right,wrist,8478470.0,2.0,2.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,133,67.0,NYI,0.0,8480222.0,,,5,5,5v5,8475848.0,8482087.0,8477989.0,8476469.0,8482111.0,,8479328.0,8478115.0,8480222.0,8474145.0,8476419.0,,Brendan Gallagher,Kaiden Guhle,Christian Dvorak,Joel Armia,Justin Barron,,Julien Gauthier,Pierre Engvall,Sebastian Aho,Robert Bortuzzo,Jean-Gabriel Pageau,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,02:23,17:37,right,blocked-shot,44,1,REG,82.0,8.0,D,,,,2.0,2.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,143,18.0,MTL,1.0,8479328.0,8482087.0,,5,5,5v5,8475848.0,8482087.0,8477989.0,8476469.0,8482111.0,,8476422.0,8481601.0,8479328.0,8480222.0,8476419.0,,Brendan Gallagher,Kaiden Guhle,Christian Dvorak,Joel Armia,Justin Barron,,Mike Reilly,Simon Holmstrom,Julien Gauthier,Sebastian Aho,Jean-Gabriel Pageau,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,02:28,17:32,right,hit,45,1,REG,98.0,-21.0,O,,,,2.0,2.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,148,2.0,NYI,0.0,8476419.0,8477989.0,,5,5,5v5,8475848.0,8482087.0,8477989.0,8476469.0,8482111.0,,8476422.0,8481601.0,8479328.0,8480222.0,8476419.0,,Brendan Gallagher,Kaiden Guhle,Christian Dvorak,Joel Armia,Justin Barron,,Mike Reilly,Simon Holmstrom,Julien Gauthier,Sebastian Aho,Jean-Gabriel Pageau,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,02:43,17:17,right,hit,53,1,REG,64.0,-37.0,O,,,,2.0,2.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,163,36.0,NYI,0.0,8475231.0,8482087.0,,5,5,5v5,8478477.0,8482087.0,8481593.0,8479543.0,8481058.0,,8476422.0,8473504.0,8477392.0,8480222.0,8475231.0,,Mitchell Stephens,Kaiden Guhle,Jayden Struble,Michael Pezzetta,Jesse Ylönen,,Mike Reilly,Cal Clutterbuck,Hudson Fasching,Sebastian Aho,Casey Cizikas,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,02:52,17:08,right,stoppage,56,1,REG,,,,offside,,,2.0,2.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,172,,,,,,,5,5,5v5,8476875.0,8480018.0,8483515.0,8481540.0,8475233.0,,8480865.0,8478445.0,8477500.0,8475314.0,8481014.0,,Mike Matheson,Nick Suzuki,Juraj Slafkovsky,Cole Caufield,David Savard,,Noah Dobson,Mathew Barzal,Bo Horvat,Anders Lee,Alexander Romanov,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,02:52,17:08,right,faceoff,59,1,REG,20.0,22.0,N,,,,2.0,2.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,172,80.0,MTL,1.0,8480018.0,8477500.0,,5,5,5v5,8476875.0,8480018.0,8483515.0,8481540.0,8475233.0,,8480865.0,8478445.0,8477500.0,8475314.0,8481014.0,,Mike Matheson,Nick Suzuki,Juraj Slafkovsky,Cole Caufield,David Savard,,Noah Dobson,Mathew Barzal,Bo Horvat,Anders Lee,Alexander Romanov,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,03:47,16:13,right,shot-on-goal,64,1,REG,-78.0,18.0,O,,wrist,8473575.0,2.0,3.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,227,178.0,MTL,1.0,8482087.0,,,5,5,5v5,8476875.0,8480018.0,8483515.0,8482087.0,8481540.0,,8480865.0,8478115.0,8475151.0,8481014.0,8475754.0,,Mike Matheson,Nick Suzuki,Juraj Slafkovsky,Kaiden Guhle,Cole Caufield,,Noah Dobson,Pierre Engvall,Kyle Palmieri,Alexander Romanov,Brock Nelson,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,04:03,15:57,right,missed-shot,71,1,REG,84.0,-24.0,O,hit-crossbar,wrist,8478470.0,2.0,3.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,243,16.0,NYI,0.0,8475151.0,,,5,5,5v5,8476981.0,8482087.0,8482111.0,8478133.0,8477497.0,,8476422.0,8478115.0,8475151.0,8480222.0,8475754.0,,Josh Anderson,Kaiden Guhle,Justin Barron,Jake Evans,Sean Monahan,,Mike Reilly,Pierre Engvall,Kyle Palmieri,Sebastian Aho,Brock Nelson,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,04:04,15:56,right,hit,72,1,REG,97.0,-25.0,D,,,,2.0,3.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,244,3.0,MTL,1.0,8482087.0,8475151.0,,5,5,5v5,8476981.0,8482087.0,8482111.0,8478133.0,8477497.0,,8476422.0,8478115.0,8475151.0,8480222.0,8475754.0,,Josh Anderson,Kaiden Guhle,Justin Barron,Jake Evans,Sean Monahan,,Mike Reilly,Pierre Engvall,Kyle Palmieri,Sebastian Aho,Brock Nelson,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,04:28,15:32,right,missed-shot,78,1,REG,-34.0,27.0,O,wide-right,wrist,8473575.0,2.0,3.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,268,134.0,MTL,1.0,8480192.0,,,5,5,5v5,8476981.0,8480192.0,8481593.0,8478133.0,8477497.0,,8476422.0,8481601.0,8479328.0,8480222.0,8476419.0,,Josh Anderson,Johnathan Kovacevic,Jayden Struble,Jake Evans,Sean Monahan,,Mike Reilly,Simon Holmstrom,Julien Gauthier,Sebastian Aho,Jean-Gabriel Pageau,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,05:55,14:05,right,shot-on-goal,88,1,REG,-84.0,-8.0,O,,tip-in,8473575.0,2.0,4.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,355,184.0,MTL,1.0,8482111.0,,,5,5,5v5,8475848.0,8482087.0,8477989.0,8476469.0,8482111.0,,8481541.0,8473504.0,8477392.0,8474145.0,8475231.0,,Brendan Gallagher,Kaiden Guhle,Christian Dvorak,Joel Armia,Justin Barron,,Samuel Bolduc,Cal Clutterbuck,Hudson Fasching,Robert Bortuzzo,Casey Cizikas,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,05:58,14:02,right,stoppage,89,1,REG,,,,goalie-stopped-after-sog,,,2.0,4.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,358,,,,,,,5,5,5v5,8476875.0,8480018.0,8483515.0,8481540.0,8475233.0,,8480865.0,8478445.0,8477500.0,8475314.0,8481014.0,,Mike Matheson,Nick Suzuki,Juraj Slafkovsky,Cole Caufield,David Savard,,Noah Dobson,Mathew Barzal,Bo Horvat,Anders Lee,Alexander Romanov,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,05:58,14:02,right,faceoff,92,1,REG,-69.0,-22.0,D,,,,2.0,4.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,358,169.0,NYI,0.0,8477500.0,8480018.0,,5,5,5v5,8476875.0,8480018.0,8483515.0,8481540.0,8475233.0,,8480865.0,8478445.0,8477500.0,8475314.0,8481014.0,,Mike Matheson,Nick Suzuki,Juraj Slafkovsky,Cole Caufield,David Savard,,Noah Dobson,Mathew Barzal,Bo Horvat,Anders Lee,Alexander Romanov,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,06:08,13:52,right,blocked-shot,93,1,REG,47.0,-3.0,D,,,,2.0,4.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,368,53.0,MTL,1.0,8481014.0,8481540.0,,5,5,5v5,8476875.0,8480018.0,8483515.0,8481540.0,8475233.0,,8480865.0,8478445.0,8477500.0,8475314.0,8481014.0,,Mike Matheson,Nick Suzuki,Juraj Slafkovsky,Cole Caufield,David Savard,,Noah Dobson,Mathew Barzal,Bo Horvat,Anders Lee,Alexander Romanov,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,06:37,13:23,right,faceoff,100,1,REG,-20.0,-22.0,N,,,,2.0,4.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,397,120.0,MTL,1.0,8477497.0,8475754.0,,5,5,5v5,8476981.0,8482087.0,8482111.0,8478133.0,8477497.0,,8476422.0,8478115.0,8475151.0,8480222.0,8475754.0,,Josh Anderson,Kaiden Guhle,Justin Barron,Jake Evans,Sean Monahan,,Mike Reilly,Pierre Engvall,Kyle Palmieri,Sebastian Aho,Brock Nelson,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,06:37,13:23,right,stoppage,97,1,REG,,,,offside,,,2.0,4.0,tv-timeout,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,397,,,,,,,5,5,5v5,8476981.0,8482087.0,8482111.0,8478133.0,8477497.0,,8476422.0,8478115.0,8475151.0,8480222.0,8475754.0,,Josh Anderson,Kaiden Guhle,Justin Barron,Jake Evans,Sean Monahan,,Mike Reilly,Pierre Engvall,Kyle Palmieri,Sebastian Aho,Brock Nelson,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,07:20,12:40,right,blocked-shot,102,1,REG,-58.0,-24.0,D,,,,2.0,4.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,440,158.0,NYI,0.0,8482087.0,8475151.0,,5,5,5v5,8476875.0,8476981.0,8482087.0,8478133.0,8477497.0,,8476422.0,8478115.0,8475151.0,8480222.0,8475754.0,,Mike Matheson,Josh Anderson,Kaiden Guhle,Jake Evans,Sean Monahan,,Mike Reilly,Pierre Engvall,Kyle Palmieri,Sebastian Aho,Brock Nelson,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,08:02,11:58,right,stoppage,113,1,REG,,,,offside,,,2.0,4.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,482,,,,,,,5,5,5v5,8478477.0,8480192.0,8481593.0,8479543.0,8481058.0,,8481541.0,8473504.0,8477392.0,8474145.0,8475231.0,,Mitchell Stephens,Johnathan Kovacevic,Jayden Struble,Michael Pezzetta,Jesse Ylönen,,Samuel Bolduc,Cal Clutterbuck,Hudson Fasching,Robert Bortuzzo,Casey Cizikas,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,08:02,11:58,right,faceoff,115,1,REG,-20.0,-22.0,N,,,,2.0,4.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,482,120.0,MTL,1.0,8478477.0,8473504.0,,5,5,5v5,8478477.0,8480192.0,8481593.0,8479543.0,8481058.0,,8481541.0,8473504.0,8477392.0,8474145.0,8475231.0,,Mitchell Stephens,Johnathan Kovacevic,Jayden Struble,Michael Pezzetta,Jesse Ylönen,,Samuel Bolduc,Cal Clutterbuck,Hudson Fasching,Robert Bortuzzo,Casey Cizikas,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,08:08,11:52,right,hit,116,1,REG,-2.0,40.0,N,,,,2.0,4.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,488,102.0,NYI,0.0,8481541.0,8481058.0,,5,5,5v5,8478477.0,8480192.0,8481593.0,8479543.0,8481058.0,,8481541.0,8473504.0,8477392.0,8474145.0,8475231.0,,Mitchell Stephens,Johnathan Kovacevic,Jayden Struble,Michael Pezzetta,Jesse Ylönen,,Samuel Bolduc,Cal Clutterbuck,Hudson Fasching,Robert Bortuzzo,Casey Cizikas,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,08:27,11:33,right,blocked-shot,117,1,REG,77.0,-8.0,D,,,,2.0,4.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,507,23.0,MTL,1.0,8477392.0,8481593.0,,5,5,5v5,8478477.0,8480192.0,8481593.0,8479543.0,8481058.0,,8481541.0,8473504.0,8477392.0,8474145.0,8475231.0,,Mitchell Stephens,Johnathan Kovacevic,Jayden Struble,Michael Pezzetta,Jesse Ylönen,,Samuel Bolduc,Cal Clutterbuck,Hudson Fasching,Robert Bortuzzo,Casey Cizikas,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,08:34,11:26,right,hit,120,1,REG,98.0,-21.0,O,,,,2.0,4.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,514,2.0,NYI,0.0,8473504.0,8481593.0,,5,5,5v5,8478477.0,8480192.0,8481593.0,8479543.0,8481058.0,,8480865.0,8473504.0,8477392.0,8481014.0,8475231.0,,Mitchell Stephens,Johnathan Kovacevic,Jayden Struble,Michael Pezzetta,Jesse Ylönen,,Noah Dobson,Cal Clutterbuck,Hudson Fasching,Alexander Romanov,Casey Cizikas,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,08:52,11:08,right,shot-on-goal,128,1,REG,42.0,-33.0,O,,wrist,8478470.0,3.0,4.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,532,58.0,NYI,0.0,8475314.0,,,5,5,5v5,8476875.0,8475848.0,8477989.0,8476469.0,8475233.0,,8480865.0,8478445.0,8477500.0,8475314.0,8481014.0,,Mike Matheson,Brendan Gallagher,Christian Dvorak,Joel Armia,David Savard,,Noah Dobson,Mathew Barzal,Bo Horvat,Anders Lee,Alexander Romanov,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,09:07,10:53,right,giveaway,129,1,REG,-32.0,40.0,D,,,,3.0,4.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,547,132.0,NYI,0.0,8475314.0,,,5,5,5v5,8476875.0,8475848.0,8477989.0,8476469.0,8475233.0,,8480865.0,8478445.0,8477500.0,8475314.0,8481014.0,,Mike Matheson,Brendan Gallagher,Christian Dvorak,Joel Armia,David Savard,,Noah Dobson,Mathew Barzal,Bo Horvat,Anders Lee,Alexander Romanov,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,09:15,10:45,right,faceoff,133,1,REG,20.0,-22.0,N,,,,3.0,4.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,555,80.0,NYI,0.0,8475754.0,8480018.0,,5,5,5v5,8476875.0,8480018.0,8483515.0,8481540.0,8475233.0,,8476422.0,8478115.0,8475151.0,8480222.0,8475754.0,,Mike Matheson,Nick Suzuki,Juraj Slafkovsky,Cole Caufield,David Savard,,Mike Reilly,Pierre Engvall,Kyle Palmieri,Sebastian Aho,Brock Nelson,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,09:15,10:45,right,stoppage,130,1,REG,,,,offside,,,3.0,4.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,555,,,,,,,5,5,5v5,8476875.0,8480018.0,8483515.0,8481540.0,8475233.0,,8476422.0,8478115.0,8475151.0,8480222.0,8475754.0,,Mike Matheson,Nick Suzuki,Juraj Slafkovsky,Cole Caufield,David Savard,,Mike Reilly,Pierre Engvall,Kyle Palmieri,Sebastian Aho,Brock Nelson,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,09:52,10:08,right,blocked-shot,137,1,REG,65.0,-17.0,D,,,,3.0,4.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,592,35.0,MTL,1.0,8475151.0,8475233.0,,5,5,5v5,8480018.0,8483515.0,8481540.0,8481593.0,8475233.0,,8478115.0,8475151.0,8480222.0,8474145.0,8476419.0,,Nick Suzuki,Juraj Slafkovsky,Cole Caufield,Jayden Struble,David Savard,,Pierre Engvall,Kyle Palmieri,Sebastian Aho,Robert Bortuzzo,Jean-Gabriel Pageau,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,10:06,09:54,right,shot-on-goal,140,1,REG,-84.0,4.0,O,,tip-in,8473575.0,3.0,5.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,606,184.0,MTL,1.0,8483515.0,,,5,5,5v5,8480018.0,8483515.0,8481540.0,8480192.0,8481593.0,,8481541.0,8478115.0,8475151.0,8474145.0,8476419.0,,Nick Suzuki,Juraj Slafkovsky,Cole Caufield,Johnathan Kovacevic,Jayden Struble,,Samuel Bolduc,Pierre Engvall,Kyle Palmieri,Robert Bortuzzo,Jean-Gabriel Pageau,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,10:07,09:53,right,shot-on-goal,141,1,REG,-78.0,-20.0,O,,slap,8473575.0,3.0,6.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,607,178.0,MTL,1.0,8481540.0,,,5,5,5v5,8480018.0,8483515.0,8481540.0,8480192.0,8481593.0,,8481541.0,8478115.0,8475151.0,8474145.0,8476419.0,,Nick Suzuki,Juraj Slafkovsky,Cole Caufield,Johnathan Kovacevic,Jayden Struble,,Samuel Bolduc,Pierre Engvall,Kyle Palmieri,Robert Bortuzzo,Jean-Gabriel Pageau,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,10:37,09:23,right,shot-on-goal,150,1,REG,85.0,-30.0,O,,wrist,8478470.0,4.0,6.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,637,15.0,NYI,0.0,8475231.0,,,5,5,5v5,8478477.0,8480192.0,8481593.0,8479543.0,8481058.0,,8480865.0,8481601.0,8479328.0,8481014.0,8475231.0,,Mitchell Stephens,Johnathan Kovacevic,Jayden Struble,Michael Pezzetta,Jesse Ylönen,,Noah Dobson,Simon Holmstrom,Julien Gauthier,Alexander Romanov,Casey Cizikas,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,10:47,09:13,right,hit,151,1,REG,44.0,-41.0,D,,,,4.0,6.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,647,56.0,MTL,1.0,8479543.0,8480865.0,,5,5,5v5,8478477.0,8480192.0,8481593.0,8479543.0,8481058.0,,8480865.0,8481601.0,8479328.0,8481014.0,8475231.0,,Mitchell Stephens,Johnathan Kovacevic,Jayden Struble,Michael Pezzetta,Jesse Ylönen,,Noah Dobson,Simon Holmstrom,Julien Gauthier,Alexander Romanov,Casey Cizikas,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
